Thrust lbf,alt km
4656.955047,1.359416345
4657.763162,1.36905093
4658.571278,1.378694719
4659.379393,1.388347732
4660.187508,1.398009989
4660.995624,1.407681509
4661.803739,1.417362313
4662.611854,1.42705242
4663.41997,1.43675185
4664.228085,1.446460624
4665.0362,1.456178761
4665.844316,1.465906282
4666.652431,1.475643206
4667.460546,1.485389556
4668.268662,1.49514535
4669.076777,1.504910609
4669.884892,1.514685354
4670.693008,1.524469605
4671.501123,1.534263383
4672.309238,1.544066709
4673.117353,1.553879604
4673.925469,1.563702089
4674.733584,1.573534184
4675.541699,1.58337591
4676.349815,1.593227289
4677.15793,1.603088342
4677.966045,1.612959091
4678.774161,1.622839555
4679.582276,1.632729758
4680.390391,1.64262972
4681.198507,1.652539463
4682.006622,1.662459008
4682.814737,1.672388377
4683.622853,1.682327593
4684.430968,1.692276676
4685.239083,1.702235649
4686.047199,1.712204534
4686.855314,1.722183352
4687.663429,1.732172127
4688.471545,1.74217088
4689.27966,1.752179633
4690.087775,1.762198409
4690.89589,1.772227231
4691.704006,1.78226612
4692.512121,1.7923151
4693.320236,1.802374193
4694.128352,1.812443422
4694.936467,1.82252281
4695.744582,1.83261238
4696.552698,1.842712154
4697.360813,1.852822157
4698.168928,1.86294241
4698.977044,1.873072938
4699.785159,1.883213763
4700.593274,1.89336491
4701.40139,1.903526401
4702.209505,1.91369826
4703.01762,1.923880511
4703.825736,1.934073178
4704.633851,1.944276284
4705.441966,1.954489854
4706.250082,1.96471391
4707.058197,1.974948479
4707.866312,1.985193583
4708.674428,1.995449247
4709.482543,2.005715495
4710.290658,2.015992352
4711.098773,2.026279843
4711.906889,2.036577991
4712.715004,2.046886822
4713.523119,2.05720636
4714.331235,2.067536631
4715.13935,2.077877659
4715.947465,2.088229469
4716.755581,2.098592086
4717.563696,2.108965537
4718.371811,2.119349845
4719.179927,2.129745038
4719.988042,2.140151139
4720.796157,2.150568174
4721.604273,2.160996171
4722.412388,2.171435153
4723.220503,2.181885148
4724.028619,2.19234618
4724.836734,2.202818277
4725.644849,2.213301464
4726.452965,2.223795768
4727.26108,2.234301215
4728.069195,2.244817831
4728.87731,2.255345643
4729.685426,2.265884679
4730.493541,2.276434963
4731.301656,2.286996524
4732.109772,2.297569389
4732.917887,2.308153584
4733.726002,2.318749137
4734.534118,2.329356074
4735.342233,2.339974424
4736.150348,2.350604214
4736.958464,2.361245471
4737.766579,2.371898223
4738.574694,2.382562497
4739.38281,2.393238323
4740.190925,2.403925727
4740.99904,2.414624738
4741.807156,2.425335384
4742.615271,2.436057694
4743.423386,2.446791695
4744.231502,2.457537417
4745.039617,2.468294887
4745.847732,2.479064135
4746.655847,2.48984519
4747.463963,2.50063808
4748.272078,2.511442835
4749.080193,2.522259484
4749.888309,2.533088055
4750.696424,2.54392858
4751.504539,2.554781086
4752.312655,2.565645604
4753.12077,2.576522163
4753.928885,2.587410794
4754.737001,2.598311525
4755.545116,2.609224389
4756.353231,2.620149414
4757.161347,2.63108663
4757.969462,2.642036069
4758.777577,2.652997762
4759.585693,2.663971737
4760.393808,2.674958027
4761.201923,2.685956663
4762.010039,2.696967675
4762.818154,2.707991094
4763.626269,2.719026953
4764.434385,2.730075281
4765.2425,2.741136112
4766.050615,2.752209476
4766.85873,2.763295405
4767.666846,2.774393931
4768.474961,2.785505087
4769.283076,2.796628904
4770.091192,2.807765415
4770.899307,2.818914651
4771.707422,2.830076647
4772.515538,2.841251433
4773.323653,2.852439044
4774.131768,2.863639512
4774.939884,2.87485287
4775.747999,2.886079152
4776.556114,2.89731839
4777.36423,2.908570618
4778.172345,2.91983587
4778.98046,2.931114179
4779.788576,2.94240558
4780.596691,2.953710106
4781.404806,2.965027792
4782.212922,2.976358671
4783.021037,2.987702779
4783.829152,2.999060149
4784.637267,3.010430817
4785.445383,3.021814818
4786.253498,3.033212185
4787.061613,3.044622956
4787.869729,3.056047163
4788.677844,3.067484844
4789.485959,3.078936034
4790.294075,3.090400768
4791.10219,3.101879083
4791.910305,3.113371014
4792.718421,3.124876597
4793.526536,3.136395869
4794.334651,3.147928866
4795.142767,3.159475625
4795.950882,3.171036183
4796.758997,3.182610576
4797.567113,3.194198841
4798.375228,3.205801016
4799.183343,3.217417139
4799.991459,3.229047246
4800.799574,3.240691375
4801.607689,3.252349565
4802.415805,3.264021853
4803.22392,3.275708277
4804.032035,3.287408876
4804.84015,3.299123688
4805.648266,3.310852751
4806.456381,3.322596106
4807.264496,3.334353789
4808.072612,3.346125842
4808.880727,3.357912303
4809.688842,3.369713211
4810.496958,3.381528606
4811.305073,3.393358528
4812.113188,3.405203017
4812.921304,3.417062113
4813.729419,3.428935856
4814.537534,3.440824288
4815.34565,3.452727448
4816.153765,3.464645377
4816.96188,3.476578117
4817.769996,3.488525708
4818.578111,3.500488192
4819.386226,3.512465611
4820.194342,3.524458006
4821.002457,3.536465419
4821.810572,3.548487893
4822.618687,3.560525469
4823.426803,3.57257819
4824.234918,3.584646099
4825.043033,3.596729239
4825.851149,3.608827651
4826.659264,3.620941381
4827.467379,3.633070471
4828.275495,3.645214965
4829.08361,3.657374906
4829.891725,3.669550339
4830.699841,3.681741307
4831.507956,3.693947856
4832.316071,3.70617003
4833.124187,3.718407872
4833.932302,3.73066143
4834.740417,3.742930746
4835.548533,3.755215868
4836.356648,3.76751684
4837.164763,3.779833709
4837.972879,3.79216652
4838.780994,3.80451532
4839.589109,3.816880154
4840.397225,3.82926107
4841.20534,3.841658114
4842.013455,3.854071333
4842.82157,3.866500776
4843.629686,3.878946488
4844.437801,3.891408518
4845.245916,3.903886913
4846.054032,3.916381723
4846.862147,3.928892994
4847.670262,3.941420776
4848.478378,3.953965117
4849.286493,3.966526067
4850.094608,3.979103675
4850.902724,3.991697989
4851.710839,4.004309061
4852.518954,4.016936939
4853.32707,4.029581673
4854.135185,4.042243315
4854.9433,4.054921915
4855.751416,4.067617524
4856.559531,4.080330192
4857.367646,4.093059971
4858.175762,4.105806913
4858.983877,4.118571069
4859.791992,4.131352492
4860.600107,4.144151233
4861.408223,4.156967346
4862.216338,4.169800883
4863.024453,4.182651897
4863.832569,4.195520441
4864.640684,4.208406569
4865.448799,4.221310335
4866.256915,4.234231793
4867.06503,4.247170996
4867.873145,4.260128
4868.681261,4.27310286
4869.489376,4.28609563
4870.297491,4.299106366
4871.105607,4.312135124
4871.913722,4.325181959
4872.721837,4.338246928
4873.529953,4.351330086
4874.338068,4.364431491
4875.146183,4.3775512
4875.954299,4.39068927
4876.762414,4.403845758
4877.570529,4.417020722
4878.378644,4.430214221
4879.18676,4.443426312
4879.994875,4.456657055
4880.80299,4.469906508
4881.611106,4.48317473
4882.419221,4.496461782
4883.227336,4.509767722
4884.035452,4.523092612
4884.843567,4.53643651
4885.651682,4.549799479
4886.459798,4.56318158
4887.267913,4.576582872
4888.076028,4.590003419
4888.884144,4.603443282
4889.692259,4.616902523
4890.500374,4.630381205
4891.30849,4.643879391
4892.116605,4.657397144
4892.92472,4.670934527
4893.732836,4.684491604
4894.540951,4.69806844
4895.349066,4.711665099
4896.157182,4.725281645
4896.965297,4.738918144
4897.773412,4.752574662
4898.581527,4.766251263
4899.389643,4.779948015
4900.197758,4.793664983
4901.005873,4.807402235
4901.813989,4.821159837
4902.622104,4.834937858
4903.430219,4.848736365
4904.238335,4.862555426
4905.04645,4.876395109
4905.854565,4.890255485
4906.662681,4.904136621
4907.470796,4.918038588
4908.278911,4.931961455
4909.087027,4.945905293
4909.895142,4.959870173
4910.703257,4.973856166
4911.511373,4.987863343
4912.319488,5.001891776
4913.127603,5.015941537
4913.935719,5.0300127
4914.743834,5.044105336
4915.551949,5.058219519
4916.360064,5.072355323
4917.16818,5.086512823
4917.976295,5.100692093
4918.78441,5.114893207
4919.592526,5.129116241
4920.400641,5.143361271
4921.208756,5.157628373
4922.016872,5.171917624
4922.824987,5.1862291
4923.633102,5.20056288
4924.441218,5.21491904
4925.249333,5.229297659
4926.057448,5.243698816
4926.865564,5.25812259
4927.673679,5.272569061
4928.481794,5.287038308
4929.28991,5.301530411
4930.098025,5.316045452
4930.90614,5.330583513
4931.714256,5.345144674
4932.522371,5.359729018
4933.330486,5.374336627
4934.138602,5.388967585
4934.946717,5.403621975
4935.754832,5.418299882
4936.562947,5.43300139
4937.371063,5.447726583
4938.179178,5.462475547
4938.987293,5.477248369
4939.795409,5.492045135
4940.603524,5.50686593
4941.411639,5.521710844
4942.219755,5.536579964
4943.02787,5.551473377
4943.835985,5.566391174
4944.644101,5.581333443
4945.452216,5.596300275
4946.260331,5.61129176
4947.068447,5.626307988
4947.876562,5.641349051
4948.684677,5.656415042
4949.492793,5.671506053
4950.300908,5.686622176
4951.109023,5.701763505
4951.917139,5.716930135
4952.725254,5.732122161
4953.533369,5.747339676
4954.341484,5.762582778
4955.1496,5.777851563
4955.957715,5.793146127
4956.76583,5.808466568
4957.573946,5.823812983
4958.382061,5.839185473
4959.190176,5.854584135
4959.998292,5.87000907
4960.806407,5.885460378
4961.614522,5.900938161
4962.422638,5.916442518
4963.230753,5.931973554
4964.038868,5.94753137
4964.846984,5.963116071
4965.655099,5.978727759
4966.463214,5.99436654
4967.27133,6.01003252
4968.079445,6.025725803
4968.88756,6.041446497
4969.695676,6.057194709
4970.503791,6.072970547
4971.311906,6.088774119
4972.120021,6.104605535
4972.928137,6.120464904
4973.736252,6.136352336
4974.544367,6.152267945
4975.352483,6.16821184
4976.160598,6.184184135
4976.968713,6.200184943
4977.776829,6.216214378
4978.584944,6.232272554
4979.393059,6.248359588
4980.201175,6.264475595
4981.00929,6.280620693
4981.817405,6.296794998
4982.625521,6.31299863
4983.433636,6.329231707
4984.241751,6.345494349
4985.049867,6.361786677
4985.857982,6.378108812
4986.666097,6.394460876
4987.474213,6.410842993
4988.282328,6.427255285
4989.090443,6.443697878
4989.898559,6.460170897
4990.706674,6.476674468
4991.514789,6.493208718
4992.322904,6.509773774
4993.13102,6.526369766
4993.939135,6.542996822
4994.74725,6.559655073
4995.555366,6.57634465
4996.363481,6.593065685
4997.171596,6.60981831
4997.979712,6.626602661
4998.787827,6.64341887
4999.595942,6.660267074
5000.404058,6.677147408
5001.212173,6.694060011
5002.020288,6.71100502
5002.828404,6.727982575
5003.636519,6.744992815
5004.444634,6.762035882
5005.25275,6.779111917
5006.060865,6.796221064
5006.86898,6.813363465
5007.677096,6.830539267
5008.485211,6.847748614
5009.293326,6.864991653
5010.101441,6.882268533
5010.909557,6.899579402
5011.717672,6.91692441
5012.525787,6.934303708
5013.333903,6.951717447
5014.142018,6.969165781
5014.950133,6.986648863
5015.758249,7.004166849
5016.566364,7.021719895
5017.374479,7.039308157
5018.182595,7.056931795
5018.99071,7.074590967
5019.798825,7.092285835
5020.606941,7.110016559
5021.415056,7.127783303
5022.223171,7.14558623
5023.031287,7.163425506
5023.839402,7.181301297
5024.647517,7.19921377
5025.455633,7.217163095
5026.263748,7.23514944
5027.071863,7.253172978
5027.879979,7.27123388
5028.688094,7.28933232
5029.496209,7.307468472
5030.304324,7.325642513
5031.11244,7.343854621
5031.920555,7.362104973
5032.72867,7.380393751
5033.536786,7.398721134
5034.344901,7.417087306
5035.153016,7.435492451
5035.961132,7.453936754
5036.769247,7.472420401
5037.577362,7.490943582
5038.385478,7.509506484
5039.193593,7.5281093
5040.001708,7.546752221
5040.809824,7.565435441
5041.617939,7.584159155
5042.426054,7.602923561
5043.23417,7.621728856
5044.042285,7.64057524
5044.8504,7.659462914
5045.658516,7.678392081
5046.466631,7.697362945
5047.274746,7.716375712
5048.082861,7.735430589
5048.890977,7.754527786
5049.699092,7.773667513
5050.507207,7.792849982
5051.315323,7.812075408
5052.123438,7.831344005
5052.931553,7.850655992
5053.739669,7.870011586
5054.547784,7.88941101
5055.355899,7.908854484
5056.164015,7.928342234
5056.97213,7.947874486
5057.780245,7.967451466
5058.588361,7.987073406
5059.396476,8.006740535
5060.204591,8.026453088
5061.012707,8.046211299
5061.820822,8.066015406
5062.628937,8.085865648
5063.437053,8.105762264
5064.245168,8.1257055
5065.053283,8.145695598
5065.861398,8.165732806
5066.669514,8.185817373
5067.477629,8.20594955
5068.285744,8.226129589
5069.09386,8.246357746
5069.901975,8.266634278
5070.71009,8.286959444
5071.518206,8.307333506
5072.326321,8.327756728
5073.134436,8.348229374
5073.942552,8.368751715
5074.750667,8.389324018
5075.558782,8.409946559
5076.366898,8.430619611
5077.175013,8.451343452
5077.983128,8.472118361
5078.791244,8.492944621
5079.599359,8.513822516
5080.407474,8.534752334
5081.21559,8.555734363
5082.023705,8.576768896
5082.83182,8.597856227
5083.639936,8.618996654
5084.448051,8.640190476
5085.256166,8.661437995
5086.064281,8.682739517
5086.872397,8.704095349
5087.680512,8.725505802
5088.488627,8.746971188
5089.296743,8.768491825
5090.104858,8.79006803
5090.912973,8.811700125
5091.721089,8.833388436
5092.529204,8.855133289
5093.337319,8.876935016
5094.145435,8.898793949
5094.95355,8.920710425
5095.761665,8.942684784
5096.569781,8.964717369
5097.377896,8.986808525
5098.186011,9.008958603
5098.994127,9.031167953
5099.802242,9.053436932
5100.610357,9.075765899
5101.418473,9.098155217
5102.226588,9.12060525
5103.034703,9.143116368
5103.842818,9.165688945
5104.650934,9.188323355
5105.459049,9.21101998
5106.267164,9.233779202
5107.07528,9.256601409
5107.883395,9.279486991
5108.69151,9.302436344
5109.499626,9.325449866
5110.307741,9.348527958
5111.115856,9.371671029
5111.923972,9.394879487
5112.732087,9.418153747
5113.540202,9.441494228
5114.348318,9.464901353
5115.156433,9.488375547
5115.964548,9.511917242
5116.772664,9.535526874
5117.580779,9.559204882
5118.388894,9.58295171
5119.19701,9.606767807
5120.005125,9.630653626
5120.81324,9.654609625
5121.621356,9.678636267
5122.429471,9.702734019
5123.237586,9.726903352
5124.045701,9.751144745
5124.853817,9.775458678
5125.661932,9.799845639
5126.470047,9.82430612
5127.278163,9.848840619
5128.086278,9.873449636
5128.894393,9.898133681
5129.702509,9.922893266
5130.510624,9.947728911
5131.318739,9.972641138
5132.126855,9.997630479
5132.93497,10.02269747
5133.743085,10.04784265
5134.551201,10.07306656
5135.359316,10.09836977
5136.167431,10.12375283
5136.975547,10.1492163
5137.783662,10.17476075
5138.591777,10.20038678
5139.399893,10.22609495
5140.208008,10.25188586
5141.016123,10.27776011
5141.824238,10.3037183
5142.632354,10.32976104
5143.440469,10.35588895
5144.248584,10.38210266
5145.0567,10.40840279
5145.864815,10.43479
5146.67293,10.46126491
5147.481046,10.4878282
5148.289161,10.51448052
5149.097276,10.54122253
5149.905392,10.56805493
5150.713507,10.59497839
5151.521622,10.6219936
5152.329738,10.64910128
5153.137853,10.67630212
5153.945968,10.70359685
5154.754084,10.73098619
5155.562199,10.75847089
5156.370314,10.78605168
5157.17843,10.81372933
5157.986545,10.84150458
5158.79466,10.86937823
5159.602775,10.89735104
5160.410891,10.92542382
5161.219006,10.95359735
5162.027121,10.98187246
5162.835237,11.01024997
5163.643352,11.03873071
5164.451467,11.06731552
5165.259583,11.09600526
5166.067698,11.12480079
5166.875813,11.15370299
5167.683929,11.18271274
5168.492044,11.21183094
5169.300159,11.24105851
5170.108275,11.27039636
5170.91639,11.29984543
5171.724505,11.32940667
5172.532621,11.35908103
5173.340736,11.3888695
5174.148851,11.41877304
5174.956967,11.44879267
5175.765082,11.47892939
5176.573197,11.50918423
5177.381313,11.53955823
5178.189428,11.57005245
5178.997543,11.60066794
5179.805658,11.6314058
5180.613774,11.66226713
5181.421889,11.69325303
5182.230004,11.72436464
5183.03812,11.7556031
5183.846235,11.78696958
5184.65435,11.81846525
5185.462466,11.85009131
5186.270581,11.88184896
5187.078696,11.91373945
5187.886812,11.94576402
5188.694927,11.97792394
5189.503042,12.01022049
5190.311158,12.04265497
5191.119273,12.07522871
5191.927388,12.10794305
5192.735504,12.14079936
5193.543619,12.17379902
5194.351734,12.20694343
5195.15985,12.24023403
5195.967965,12.27367226
5196.77608,12.30725959
5197.584195,12.34099751
5198.392311,12.37488756
5199.200426,12.40893125
5200.008541,12.44313017
5200.816657,12.4774859
5201.624772,12.51200006
5202.432887,12.5466743
5203.241003,12.58151027
5204.049118,12.61650967
5204.857233,12.65167423
5205.665349,12.68700571
5206.473464,12.72250588
5207.281579,12.75817655
5208.089695,12.79401956
5208.89781,12.83003679
5209.705925,12.86623015
5210.514041,12.90260155
5211.322156,12.93915299
5212.130271,12.97588645
5212.938387,13.01280399
5213.746502,13.04990767
5214.554617,13.0871996
5215.362733,13.12468193
5216.170848,13.16235685
5216.978963,13.20022659
5217.787078,13.23829341
5218.595194,13.27655961
5219.403309,13.31502755
5220.211424,13.35369963
5221.01954,13.39257826
5221.827655,13.43166595
5222.63577,13.47096521
5223.443886,13.51047863
5224.252001,13.55020883
5225.060116,13.59015849
5225.868232,13.63033033
5226.676347,13.67072713
5227.484462,13.71135174
5228.292578,13.75220703
5229.100693,13.79329597
5229.908808,13.83462156
5230.716924,13.87618686
5231.525039,13.91799501
5232.333154,13.9600492
5233.14127,14.00235268
5233.949385,14.0449088
5234.7575,14.08772094
5235.565615,14.13079257
5236.373731,14.17412724
5237.181846,14.21772855
5237.989961,14.26160022
5238.798077,14.305746
5239.606192,14.35016977
5240.414307,14.39487546
5241.222423,14.4398671
5242.030538,14.48514881
5242.838653,14.53072481
5243.646769,14.57659941
5244.454884,14.62277701
5245.262999,14.66926213
5246.071115,14.71605937
5246.87923,14.76317347
5247.687345,14.81060925
5248.495461,14.85837167
5249.303576,14.9064658
5250.111691,14.95489682
5250.919807,15.00367007
5251.727922,15.052791
5252.536037,15.10226518
5253.344153,15.15209836
5254.152268,15.2022964
5254.960383,15.25286534
5255.768498,15.30381134
5256.576614,15.35514076
5257.384729,15.4068601
5258.192844,15.45897605
5259.00096,15.51149547
5259.809075,15.56442541
5260.61719,15.6177731
5261.425306,15.671546
5262.233421,15.72575175
5263.041536,15.78039821
5263.849652,15.83549348
5264.657767,15.89104587
5265.465882,15.94706397
5266.273998,16.00355657
5267.082113,16.06053275
5267.890228,16.11800188
5268.698344,16.17597358
5269.506459,16.23445778
5270.314574,16.29346473
5271.12269,16.35300497
5271.930805,16.41308941
5272.73892,16.47372929
5273.547035,16.53493622
5274.355151,16.59672218
5275.163266,16.65909957
5275.971381,16.72208119
5276.779497,16.78568027
5277.587612,16.84991052
5278.395727,16.91478611
5279.203843,16.9803217
5280.011958,17.04653251
5280.820073,17.11343427
5281.628189,17.18104332
5282.436304,17.24937658
5283.244419,17.31845163
5284.052535,17.38828671
5284.86065,17.45890076
5285.668765,17.53031349
5286.476881,17.60254536
5287.284996,17.67561767
5288.093111,17.74955261
5288.901227,17.82437327
5289.709342,17.90010371
5290.517457,17.97676904
5291.325572,18.05439546
5292.133688,18.13301031
5292.941803,18.21264219
5293.749918,18.29332096
5294.558034,18.37507789
5295.366149,18.45794574
5296.174264,18.54195882
5296.98238,18.62715311
5297.790495,18.71356639
5298.59861,18.80123833
5299.406726,18.89021068
5300.214841,18.98052735
5301.022956,19.07223458
5301.831072,19.16538117
5302.639187,19.26001861
5303.447302,19.3562013
5304.255418,19.45398679
5305.063533,19.55343604
5305.871648,19.65461368
5306.679764,19.75758831
5307.487879,19.86243287
5308.295994,19.969225
5309.10411,20.07804746
5309.912225,20.18898859
5310.72034,20.30214287
5311.528455,20.41761146
5312.336571,20.5355029
5313.144686,20.65593385
5313.952801,20.77902992
5314.760917,20.90492663
5315.569032,21.03377053
5316.377147,21.16572042
5317.185263,21.30094879
5317.993378,21.43964348
5318.801493,21.58200958
5319.609609,21.72827168
5320.417724,21.87867642
5321.225839,22.03349559
5322.033955,22.19302969
5322.84207,22.35761222
5323.650185,22.52761483
5324.458301,22.70345344
5325.266416,22.88559572
5326.074531,23.07457023
5326.882647,23.27097773
5327.690762,23.47550517
5328.498877,23.68894341
5329.306992,23.91220977
5330.115108,24.14637705
5330.923223,24.39271163
5331.731338,24.65272406
5332.539454,24.92823768
5333.347569,25.22148345
5334.155684,25.53523432
5334.9638,25.87300079
5335.771915,26.2393251
5336.58003,26.64024092
5337.388146,27.08402667
5338.196261,27.58251349
5339.004376,28.15353318
5339.812492,28.82597762
5340.620607,29.65182852
5341.428722,30.74165753
5342.236838,32.42064729
5343.044953,44.33076067